Chakana sotuvchi,Sotuvchi ID,Hisob-faktura sanasi,Hudud,Viloyat,Shahar,Mahsulot,Birlik narxi (so'm),Sotilgan birlik,Jami savdo (so'm),Operatsion foyda (so'm),Operatsion marja,Sotuv usuli
ActiveGear,1197831,2021-04-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,253000,116,29348000,14380520,0.49,Outlet do'kon
ActiveGear,1197831,2021-04-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,341550,91,31081050,9945936,0.32,Outlet do'kon
ActiveGear,1197831,2021-04-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,290950,176,51207200,29188104,0.5700000000000001,Outlet do'kon
ActiveGear,1197831,2021-05-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,177100,210,37191000,15620220,0.42,Outlet do'kon
ActiveGear,1197831,2021-05-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,278300,247,68740100,28183441,0.41,Outlet do'kon
ActiveGear,1197831,2021-05-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,227700,184,41896800,16339752,0.39,Outlet do'kon
ActiveGear,1197831,2021-05-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,303600,155,47058000,23529000,0.5,Outlet do'kon
ActiveGear,1197831,2021-05-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,430100,120,51612000,18064200,0.35,Outlet do'kon
ActiveGear,1197831,2021-05-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,417450,240,100188000,55103400,0.55,Outlet do'kon
ActiveGear,1197831,2021-06-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,392150,233,91370950,34720961,0.38,Outlet do'kon
ActiveGear,1197831,2021-06-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,442750,263,116443250,47741732,0.41,Outlet do'kon
ActiveGear,1197831,2021-06-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,430100,186,79998600,32799426,0.41,Outlet do'kon
ActiveGear,1197831,2021-06-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,417450,187,78063150,38250944,0.49,Outlet do'kon
ActiveGear,1197831,2021-06-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,543950,158,85944100,29220994,0.34,Outlet do'kon
ActiveGear,1197831,2021-06-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,493350,248,122350800,67292940,0.55,Outlet do'kon
ActiveGear,1197831,2021-07-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,442750,264,116886000,53767560,0.46,Outlet do'kon
ActiveGear,1197831,2021-07-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,506000,271,137126000,58964180,0.4299999999999999,Outlet do'kon
ActiveGear,1197831,2021-07-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,430100,278,119567800,50218476,0.42,Outlet do'kon
ActiveGear,1197831,2021-07-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,480700,158,75950600,40253818,0.53,Outlet do'kon
ActiveGear,1197831,2021-07-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,543950,173,94103350,37641340,0.4,Outlet do'kon
SneakerPro,1197831,2021-07-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,645150,264,170319600,100488564,0.5900000000000001,Outlet do'kon
SneakerPro,1197831,2021-08-08,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,480700,233,112003100,47041302,0.42,Outlet do'kon
SneakerPro,1197831,2021-08-08,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,468050,255,119352750,51321682,0.4299999999999999,Outlet do'kon
SneakerPro,1197831,2021-08-08,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,493350,305,150471750,64702852,0.4299999999999999,Outlet do'kon
SneakerPro,1197831,2021-08-08,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,417450,162,67626900,37194795,0.55,Outlet do'kon
SportMaster,1197831,2021-08-08,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,493350,166,81896100,34396362,0.42,Outlet do'kon
SportMaster,1197831,2021-08-08,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,556600,239,133027400,81146714,0.6100000000000001,Outlet do'kon
SportMaster,1197831,2021-09-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,518650,230,119289500,54873170,0.46,Outlet do'kon
SportMaster,1197831,2021-09-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,480700,219,105273300,45267519,0.4299999999999999,Outlet do'kon
SportMaster,1197831,2021-09-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,543950,203,110421850,49689832,0.45,Outlet do'kon
SportMaster,1197831,2021-09-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,506000,136,68816000,37848800,0.55,Outlet do'kon
SportMaster,1197831,2021-09-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,531300,140,74382000,30496620,0.41,Outlet do'kon
SportMaster,1197831,2021-09-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,455400,200,91080000,52826400,0.5800000000000001,Outlet do'kon
SportMaster,1197831,2021-10-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,379500,201,76279500,35088570,0.46,Outlet do'kon
SportMaster,1197831,2021-10-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,341550,190,64894500,27904635,0.4299999999999999,Outlet do'kon
SportMaster,1197831,2021-10-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,392150,179,70194850,29481837,0.42,Outlet do'kon
SportMaster,1197831,2021-10-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,442750,116,51359000,27220270,0.53,Outlet do'kon
SportMaster,1197831,2021-10-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,316250,123,38898750,15170512,0.39,Outlet do'kon
SportMaster,1197831,2021-10-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,430100,179,76987900,45422861,0.5900000000000001,Outlet do'kon
SportMaster,1197831,2021-11-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,341550,203,69334650,31893939,0.46,Outlet do'kon
SportMaster,1197831,2021-11-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,354200,223,78986600,33964238,0.4299999999999999,Outlet do'kon
SportMaster,1197831,2021-11-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,531300,210,111573000,46860660,0.42,Outlet do'kon
SportMaster,1197831,2021-11-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,543950,158,85944100,44690932,0.52,Outlet do'kon
SportMaster,1197831,2021-11-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,518650,149,77278850,29365963,0.38,Outlet do'kon
SportMaster,1197831,2021-11-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,645150,194,125159100,73843869,0.5900000000000001,Outlet do'kon
SneakerPro,1197831,2021-12-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,506000,240,121440000,54648000,0.45,Outlet do'kon
SneakerPro,1197831,2021-12-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,518650,240,124476000,57258960,0.46,Outlet do'kon
SneakerPro,1197831,2021-12-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,594550,223,132584650,58337246,0.4399999999999999,Outlet do'kon
SneakerPro,1197831,2021-12-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,556600,184,102414400,53255488,0.52,Outlet do'kon
SneakerPro,1197831,2021-12-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,543950,147,79960650,32783866,0.41,Outlet do'kon
SneakerPro,1197831,2021-12-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,594550,232,137935600,84140716,0.6100000000000001,Outlet do'kon
SneakerPro,1128299,2021-01-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,290950,136,39569200,15827680,0.4,Outlet do'kon
SneakerPro,1128299,2021-01-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,379500,140,53130000,22845900,0.43,Outlet do'kon
SneakerPro,1128299,2021-01-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,392150,145,56861750,22176082,0.39,Outlet do'kon
SneakerPro,1128299,2021-01-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,379500,88,33396000,12356520,0.37,Outlet do'kon
SneakerPro,1128299,2021-01-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,442750,68,30107000,10236380,0.34,Outlet do'kon
SneakerPro,1128299,2021-01-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,341550,140,47817000,12910590,0.27,Outlet do'kon
SneakerPro,1128299,2021-02-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,265650,162,43035300,15923061,0.37,Outlet do'kon
SneakerPro,1128299,2021-02-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,354200,128,45337600,19495168,0.43,Outlet do'kon
SneakerPro,1128299,2021-02-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,354200,124,43920800,18446736,0.42,Outlet do'kon
SneakerPro,1128299,2021-02-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,328900,68,22365200,9393384,0.42,Outlet do'kon
SneakerPro,1128299,2021-02-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,455400,51,23225400,8593398,0.37,Outlet do'kon
SneakerPro,1128299,2021-02-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,392150,116,45489400,12282138,0.27,Outlet do'kon
SneakerPro,1128299,2021-03-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,366850,160,58696000,23478400,0.4,Outlet do'kon
SneakerPro,1128299,2021-03-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,480700,116,55761200,24534928,0.44,Outlet do'kon
SneakerPro,1128299,2021-03-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,468050,119,55697950,22836159,0.41,Outlet do'kon
SneakerPro,1128299,2021-03-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,480700,68,32687600,12094412,0.37,Outlet do'kon
SneakerPro,1128299,2021-03-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,518650,39,20227350,6472752,0.32,Outlet do'kon
SneakerPro,1128299,2021-03-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,468050,107,50081350,13521964,0.27,Outlet do'kon
SneakerPro,1128299,2021-04-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,506000,175,88550000,33649000,0.38,Outlet do'kon
SneakerPro,1128299,2021-04-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,468050,90,42124500,18534780,0.44,Outlet do'kon
SneakerPro,1128299,2021-04-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,531300,123,65349900,24179463,0.37,Outlet do'kon
SneakerPro,1128299,2021-04-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,506000,78,39468000,15787200,0.4,Outlet do'kon
SneakerPro,1128299,2021-04-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,543950,47,25565650,8692321,0.34,Outlet do'kon
SneakerPro,1128299,2021-04-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,619850,111,68803350,20641005,0.3,Outlet do'kon
SneakerPro,1128299,2021-05-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,480700,184,88448800,33610544,0.38,Outlet do'kon
SneakerPro,1128299,2021-05-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,455400,116,52826400,22187088,0.42,Outlet do'kon
SneakerPro,1128299,2021-05-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,518650,132,68461800,26015484,0.38,Outlet do'kon
SneakerPro,1128299,2021-05-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,493350,93,45881550,16976174,0.37,Outlet do'kon
SneakerPro,1128299,2021-05-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,493350,62,30587700,10093941,0.33,Outlet do'kon
SneakerPro,1128299,2021-05-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,670450,124,83135800,24109382,0.29,Outlet do'kon
SneakerPro,1128299,2021-06-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,468050,194,90801700,35412663,0.39,Outlet do'kon
SneakerPro,1128299,2021-06-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,455400,143,65122200,27351324,0.42,Outlet do'kon
SneakerPro,1128299,2021-06-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,518650,147,76241550,28971789,0.38,Outlet do'kon
SneakerPro,1128299,2021-06-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,480700,105,50473500,20189400,0.4,Outlet do'kon
SneakerPro,1128299,2021-06-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,543950,72,39164400,13315896,0.34,Outlet do'kon
SneakerPro,1128299,2021-06-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,581900,158,91940200,28501462,0.31,Outlet do'kon
SneakerPro,1128299,2021-07-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,506000,216,109296000,40439520,0.37,Outlet do'kon
SneakerPro,1128299,2021-07-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,506000,163,82478000,37939880,0.46,Outlet do'kon
SneakerPro,1128299,2021-07-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,493350,157,77455950,30207820,0.39,Outlet do'kon
SneakerPro,1128299,2021-07-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,455400,113,51460200,19554876,0.38,Outlet do'kon
SneakerPro,1128299,2021-07-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,506000,145,73370000,27146900,0.37,Outlet do'kon
SneakerPro,1128299,2021-07-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,581900,145,84375500,25312650,0.3,Outlet do'kon
SneakerPro,1128299,2021-08-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,518650,194,100618100,40247240,0.4,Outlet do'kon
SneakerPro,1128299,2021-08-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,581900,190,110561000,46435620,0.42,Outlet do'kon
SneakerPro,1128299,2021-08-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,468050,153,71611650,29360776,0.41,Outlet do'kon
SneakerPro,1128299,2021-08-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,543950,120,65274000,27415080,0.42,Outlet do'kon
SneakerPro,1128299,2021-08-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,569250,136,77418000,28644660,0.37,Outlet do'kon
SneakerPro,1128299,2021-08-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,607200,131,79543200,22272096,0.28,Outlet do'kon
SneakerPro,1128299,2021-09-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,442750,184,81466000,34215720,0.42,Outlet do'kon
SneakerPro,1128299,2021-09-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,430100,201,86450100,40631547,0.47,Outlet do'kon
SneakerPro,1128299,2021-09-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,430100,145,62364500,23074865,0.37,Outlet do'kon
SneakerPro,1128299,2021-09-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,417450,124,51763800,19152606,0.37,Outlet do'kon
SneakerPro,1128299,2021-09-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,518650,128,66387200,21907776,0.33,Outlet do'kon
SneakerPro,1128299,2021-09-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,543950,132,71801400,22976448,0.32,Outlet do'kon
SneakerPro,1128299,2021-10-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,455400,170,77418000,32515560,0.42,Outlet do'kon
SneakerPro,1128299,2021-10-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,417450,175,73053750,30682575,0.42,Outlet do'kon
SneakerPro,1128299,2021-10-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,392150,111,43528650,16105600,0.37,Outlet do'kon
SneakerPro,1128299,2021-10-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,404800,102,41289600,16102944,0.39,Outlet do'kon
SneakerPro,1128299,2021-10-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,556600,88,48980800,18122896,0.37,Outlet do'kon
SneakerPro,1128299,2021-10-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,594550,107,63616850,18448886,0.29,Outlet do'kon
SneakerPro,1128299,2021-11-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,392150,150,58822500,22352550,0.38,Outlet do'kon
SneakerPro,1128299,2021-11-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,480700,163,78354100,36826427,0.47,Outlet do'kon
SneakerPro,1128299,2021-11-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,417450,124,51763800,20187882,0.39,Outlet do'kon
SneakerPro,1128299,2021-11-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,417450,116,48424200,20338164,0.42,Outlet do'kon
SneakerPro,1128299,2021-11-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,556600,99,55103400,19837224,0.36,Outlet do'kon
SneakerPro,1128299,2021-11-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,493350,140,69069000,19339320,0.28,Outlet do'kon
SneakerPro,1128299,2021-12-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,442750,194,85893500,34357400,0.4,Outlet do'kon
SneakerPro,1128299,2021-12-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,417450,213,88916850,40901751,0.46,Outlet do'kon
FashionPoint,1128299,2021-12-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,442750,136,60214000,24687740,0.41,Outlet do'kon
FashionPoint,1128299,2021-12-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,404800,128,51814400,21243904,0.41,Outlet do'kon
FashionPoint,1128299,2021-12-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,531300,109,57911700,19689978,0.34,Outlet do'kon
FashionPoint,1128299,2021-12-22,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,543950,135,73433250,20561310,0.28,Outlet do'kon
FashionPoint,1128299,2021-01-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,341550,152,51915600,21285396,0.41,Outlet do'kon
FashionPoint,1128299,2021-01-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,379500,147,55786500,26219655,0.47,Outlet do'kon
FashionPoint,1128299,2021-01-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,404800,157,63553600,24785904,0.39,Outlet do'kon
FashionPoint,1128299,2021-01-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun sport poyabzali,379500,101,38329500,14565210,0.38,Outlet do'kon
FashionPoint,1128299,2021-01-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar kiyimi,417450,94,39240300,14518911,0.37,Outlet do'kon
FashionPoint,1128299,2021-01-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar kiyimi,455400,166,75596400,20411028,0.27,Outlet do'kon
FashionPoint,1128299,2021-02-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun kundalik poyabzal,341550,173,59088150,23635260,0.4,Outlet do'kon
FashionPoint,1128299,2021-02-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Erkaklar uchun sport poyabzali,455400,136,61934400,29109168,0.47,Outlet do'kon
FashionPoint,1128299,2021-02-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,To'rtko'l,Ayollar uchun kundalik poyabzal,442750,132,58443000,23377200,0.4,Outlet do'kon
FashionPoint,1128299,2021-02-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Chimboy,Ayollar uchun sport poyabzali,366850,91,33383350,12351840,0.37,Outlet do'kon
FashionPoint,1128299,2021-02-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Chimboy,Erkaklar kiyimi,430100,62,26666200,8533184,0.32,Outlet do'kon
FashionPoint,1128299,2021-02-26,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Chimboy,Ayollar kiyimi,442750,140,61985000,17355800,0.28,Outlet do'kon
FashionPoint,1128299,2021-03-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Chimboy,Erkaklar uchun kundalik poyabzal,379500,187,70966500,29096265,0.41,Outlet do'kon
FashionPoint,1128299,2021-03-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Chimboy,Erkaklar uchun sport poyabzali,455400,136,61934400,27870480,0.45,Outlet do'kon
FashionPoint,1128299,2021-03-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Chimboy,Ayollar uchun kundalik poyabzal,556600,124,69018400,26226992,0.38,Outlet do'kon
FashionPoint,1128299,2021-03-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Chimboy,Ayollar uchun sport poyabzali,468050,88,41188400,16063476,0.39,Outlet do'kon
